order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/jar_adjustable_missiles
0	jar_adjustable_missiles__ability__acc__0__-100	true	false	false	jar_adjustable_missiles__ability_phase__acc__-100
0	jar_adjustable_missiles__ability__acc__1__-100	true	false	false	jar_adjustable_missiles__ability_phase__acc__-100
0	jar_adjustable_missiles__ability__acc__2__-100	true	false	false	jar_adjustable_missiles__ability_phase__acc__-100
0	jar_adjustable_missiles__ability__acc__3__-100	true	false	false	jar_adjustable_missiles__ability_phase__acc__-100
0	jar_adjustable_missiles__ability__acc__4__-100	true	false	false	jar_adjustable_missiles__ability_phase__acc__-100
0	jar_adjustable_missiles__ability__acc__5__-100	true	false	false	jar_adjustable_missiles__ability_phase__acc__-100
0	jar_adjustable_missiles__ability__acc__0__-99	true	false	false	jar_adjustable_missiles__ability_phase__acc__-99
0	jar_adjustable_missiles__ability__acc__1__-99	true	false	false	jar_adjustable_missiles__ability_phase__acc__-99
0	jar_adjustable_missiles__ability__acc__2__-99	true	false	false	jar_adjustable_missiles__ability_phase__acc__-99
0	jar_adjustable_missiles__ability__acc__3__-99	true	false	false	jar_adjustable_missiles__ability_phase__acc__-99
0	jar_adjustable_missiles__ability__acc__4__-99	true	false	false	jar_adjustable_missiles__ability_phase__acc__-99
0	jar_adjustable_missiles__ability__acc__5__-99	true	false	false	jar_adjustable_missiles__ability_phase__acc__-99
0	jar_adjustable_missiles__ability__acc__0__-98	true	false	false	jar_adjustable_missiles__ability_phase__acc__-98
0	jar_adjustable_missiles__ability__acc__1__-98	true	false	false	jar_adjustable_missiles__ability_phase__acc__-98
0	jar_adjustable_missiles__ability__acc__2__-98	true	false	false	jar_adjustable_missiles__ability_phase__acc__-98
0	jar_adjustable_missiles__ability__acc__3__-98	true	false	false	jar_adjustable_missiles__ability_phase__acc__-98
0	jar_adjustable_missiles__ability__acc__4__-98	true	false	false	jar_adjustable_missiles__ability_phase__acc__-98
0	jar_adjustable_missiles__ability__acc__5__-98	true	false	false	jar_adjustable_missiles__ability_phase__acc__-98
0	jar_adjustable_missiles__ability__acc__0__-97	true	false	false	jar_adjustable_missiles__ability_phase__acc__-97
0	jar_adjustable_missiles__ability__acc__1__-97	true	false	false	jar_adjustable_missiles__ability_phase__acc__-97
0	jar_adjustable_missiles__ability__acc__2__-97	true	false	false	jar_adjustable_missiles__ability_phase__acc__-97
0	jar_adjustable_missiles__ability__acc__3__-97	true	false	false	jar_adjustable_missiles__ability_phase__acc__-97
0	jar_adjustable_missiles__ability__acc__4__-97	true	false	false	jar_adjustable_missiles__ability_phase__acc__-97
0	jar_adjustable_missiles__ability__acc__5__-97	true	false	false	jar_adjustable_missiles__ability_phase__acc__-97
0	jar_adjustable_missiles__ability__acc__0__-96	true	false	false	jar_adjustable_missiles__ability_phase__acc__-96
0	jar_adjustable_missiles__ability__acc__1__-96	true	false	false	jar_adjustable_missiles__ability_phase__acc__-96
0	jar_adjustable_missiles__ability__acc__2__-96	true	false	false	jar_adjustable_missiles__ability_phase__acc__-96
0	jar_adjustable_missiles__ability__acc__3__-96	true	false	false	jar_adjustable_missiles__ability_phase__acc__-96
0	jar_adjustable_missiles__ability__acc__4__-96	true	false	false	jar_adjustable_missiles__ability_phase__acc__-96
0	jar_adjustable_missiles__ability__acc__5__-96	true	false	false	jar_adjustable_missiles__ability_phase__acc__-96
0	jar_adjustable_missiles__ability__acc__0__-95	true	false	false	jar_adjustable_missiles__ability_phase__acc__-95
0	jar_adjustable_missiles__ability__acc__1__-95	true	false	false	jar_adjustable_missiles__ability_phase__acc__-95
0	jar_adjustable_missiles__ability__acc__2__-95	true	false	false	jar_adjustable_missiles__ability_phase__acc__-95
0	jar_adjustable_missiles__ability__acc__3__-95	true	false	false	jar_adjustable_missiles__ability_phase__acc__-95
0	jar_adjustable_missiles__ability__acc__4__-95	true	false	false	jar_adjustable_missiles__ability_phase__acc__-95
