mainUnitKey	landUnitKey	caste	category	class	uiGroup	parentGroup	useVanillaParentGroup	numMen	numEngines	numMounts	useHitpointsInCampaign	primaryMissileWeapon	primaryAmmo	arUnitCategory	unitSet
hkrul_mar_fooger_qual_great	hkrul_mar_qual_great	missile_infantry	inf_ranged	inf_mis	hkrul_mar_missile_infantry_bow	missile_infantry	true	80	0	0	false	wh_main_dwf_crossbow	22		jar_unit_set_infantry
rhox_fooger_wh_main_dwf_inf_miners_1	wh_main_dwf_inf_miners_1	melee_infantry	inf_melee	inf_mel	infantry_pickaxe	infantry	true	100	0	0	false	wh_main_dwf_blasting_charges	1	melee	jar_unit_set_infantry
rhox_fooger_wh_main_dwf_inf_thunderers_0	wh_main_dwf_inf_thunderers_0	missile_infantry	inf_ranged	inf_mis	missile_infantry_rifle	missile_infantry	true	80	0	0	false	wh_main_dwf_rifle	22	archer	jar_unit_set_infantry
rhox_fooger_wh_dlc06_dwf_inf_rangers_0	wh_dlc06_dwf_inf_rangers_0	missile_infantry	inf_ranged	inf_mis	missile_infantry_bow	missile_infantry	true	80	0	0	false	wh_main_dwf_crossbow	18	archer	jar_unit_set_infantry
rhox_fooger_wh_dlc06_dwf_inf_rangers_1	wh_dlc06_dwf_inf_rangers_1	missile_infantry	inf_ranged	inf_mis	infantry_axe_throwing	missile_infantry	true	80	0	0	false	wh_dlc06_dwf_rangers_throwing_axe	12	archer	jar_unit_set_infantry
rhox_fooger_wh_main_dwf_art_organ_gun	wh_main_dwf_art_organ_gun	warmachine	artillery	art_fld	artillery_field_gun	artillery_war_machines	true	32	4	0	false		96	artillery	jar_unit_set_artillery_war_machines
hkrul_mar_art_paixhan_ror	hkrul_mar_art_paixhan_ror	warmachine	artillery	art_fld	hkrul_mar_cannon	artillery_war_machines	true	44	4	0	false		22		jar_unit_set_artillery_war_machines
hkrul_mar_bordermen_ror	hkrul_mar_bordermen_ror	missile_cavalry	cavalry	cav_mis	hkrul_mar_missile_cavalry_rifle	missile_cavalry_chariots	true	48	0	48	false	wh2_dlc13_emp_grenade_launcher_bordermen	18		jar_unit_set_cavalry_chariots
hkrul_mar_talons	hkrul_mar_talons	missile_infantry	inf_ranged	inf_mis	hkrul_mar_missile_infantry_rifle	missile_infantry	true	90	0	0	false	hkrul_talons	22		jar_unit_set_infantry
hkrul_mar_riverwarden_ror	hkrul_mar_riverwarden_ror	missile_infantry	inf_ranged	inf_mis	hkrul_mar_missile_infantry_pistol	missile_infantry	true	120	0	0	false	wh_dlc04_emp_free_company_pistol	18		jar_unit_set_infantry
